paperID,keywordID,keyword
20225,40002,indexing
20226,40006,data storage
20227,40007,data querying
20228,40006,data storage
20229,40007,data querying
20230,40002,indexing
20231,40005,data processing
20232,40003,data modeling
20233,40005,data processing
20234,40004,big data
20235,40005,data processing
20236,40001,data management
20237,40003,data modeling
20238,40001,data management
20239,40007,data querying
20240,40008,health informatics
20241,40007,data querying
20242,40004,big data
20243,40003,data modeling
20244,40005,data processing
20245,40008,health informatics
20246,40002,indexing
20247,40008,health informatics
20248,40007,data querying
20249,40003,data modeling
20250,40003,data modeling
20251,40006,data storage
20252,40008,health informatics
20253,40004,big data
20254,40007,data querying
20255,40008,health informatics
20256,40004,big data
20257,40006,data storage
20258,40006,data storage
20259,40008,health informatics
20260,40006,data storage
20261,40001,data management
20262,40008,health informatics
20263,40008,health informatics
20264,40004,big data
20265,40003,data modeling
20266,40008,health informatics
20267,40002,indexing
20268,40004,big data
20269,40003,data modeling
20270,40006,data storage
20271,40006,data storage
20272,40007,data querying
20273,40008,health informatics
20274,40005,data processing
20275,40002,indexing
20276,40007,data querying
20277,40002,indexing
20278,40005,data processing
20279,40006,data storage
20280,40002,indexing
20281,40004,big data
20282,40001,data management
20283,40007,data querying
20284,40005,data processing
20285,40007,data querying
20286,40002,indexing
20287,40005,data processing
20288,40004,big data
20289,40008,health informatics
20290,40008,health informatics
20291,40001,data management
20292,40006,data storage
20293,40001,data management
20294,40001,data management
20295,40008,health informatics
20296,40006,data storage
20297,40001,data management
20298,40008,health informatics
20299,40002,indexing
20300,40006,data storage
20301,40002,indexing
20302,40008,health informatics
20303,40002,indexing
20304,40002,indexing
20305,40005,data processing
20306,40002,indexing
20307,40006,data storage
20308,40008,health informatics
20309,40008,health informatics
20310,40002,indexing
20311,40006,data storage
20312,40004,big data
20313,40008,health informatics
20314,40006,data storage
20315,40001,data management
20316,40002,indexing
20317,40007,data querying
20318,40007,data querying
20319,40007,data querying
20320,40002,indexing
20321,40008,health informatics
20322,40003,data modeling
20323,40005,data processing
20324,40001,data management
20325,40006,data storage
20326,40003,data modeling
20327,40006,data storage
20328,40008,health informatics
20329,40002,indexing
20330,40008,health informatics
20331,40001,data management
20332,40002,indexing
20333,40005,data processing
20334,40004,big data
20335,40003,data modeling
20336,40005,data processing
20337,40007,data querying
20338,40002,indexing
20339,40006,data storage
20340,40005,data processing
20341,40005,data processing
20342,40003,data modeling
20343,40002,indexing
20344,40008,health informatics
20345,40001,data management
20346,40001,data management
20347,40003,data modeling
20348,40002,indexing
20349,40005,data processing
20350,40008,health informatics
20351,40004,big data
20352,40008,health informatics
20353,40003,data modeling
20354,40004,big data
20355,40007,data querying
20356,40004,big data
20357,40002,indexing
20358,40001,data management
20359,40002,indexing
20360,40007,data querying
20361,40001,data management
20362,40002,indexing
20363,40007,data querying
20364,40005,data processing
20365,40007,data querying
20366,40008,health informatics
20367,40008,health informatics
20368,40006,data storage
20369,40003,data modeling
20370,40004,big data
20371,40006,data storage
20372,40003,data modeling
20373,40008,health informatics
20374,40004,big data
20375,40002,indexing
20376,40007,data querying
20377,40003,data modeling
20378,40005,data processing
20379,40005,data processing
20380,40005,data processing
20381,40003,data modeling
20382,40002,indexing
20383,40005,data processing
20384,40002,indexing
20385,40003,data modeling
20386,40008,health informatics
20387,40008,health informatics
20388,40006,data storage
20389,40002,indexing
20390,40008,health informatics
20391,40002,indexing
20392,40001,data management
20393,40002,indexing
20394,40004,big data
20395,40004,big data
20396,40003,data modeling
20397,40006,data storage
20398,40007,data querying
20399,40007,data querying
20400,40005,data processing
20401,40007,data querying
20402,40006,data storage
20403,40001,data management
20404,40005,data processing
20405,40007,data querying
20406,40003,data modeling
20407,40005,data processing
20408,40008,health informatics
20409,40004,big data
20410,40005,data processing
20411,40008,health informatics
20412,40006,data storage
20413,40008,health informatics
20414,40001,data management
20415,40003,data modeling
20416,40002,indexing
20417,40004,big data
20418,40005,data processing
20419,40005,data processing
20420,40004,big data
20421,40001,data management
20422,40002,indexing
20423,40008,health informatics
20424,40008,health informatics
20425,40004,big data
20426,40006,data storage
20427,40001,data management
20428,40005,data processing
20429,40007,data querying
20430,40006,data storage
20431,40003,data modeling
20432,40008,health informatics
20433,40008,health informatics
20434,40002,indexing
20435,40005,data processing
20436,40005,data processing
20437,40001,data management
20438,40008,health informatics
20439,40008,health informatics
20440,40002,indexing
20441,40004,big data
20442,40003,data modeling
20443,40004,big data
20444,40002,indexing
20445,40002,indexing
20446,40005,data processing
20447,40003,data modeling
20448,40001,data management
20449,40008,health informatics
20450,40002,indexing
20451,40003,data modeling
20452,40006,data storage
20453,40005,data processing
20454,40005,data processing
20455,40003,data modeling
20456,40002,indexing
20457,40003,data modeling
20458,40002,indexing
20459,40002,indexing
20460,40001,data management
20461,40005,data processing
20462,40001,data management
20463,40007,data querying
20464,40003,data modeling
20465,40006,data storage
20466,40007,data querying
20467,40004,big data
20468,40002,indexing
20469,40008,health informatics
20470,40002,indexing
20471,40001,data management
20472,40006,data storage
20473,40007,data querying
20474,40001,data management
20475,40006,data storage
20476,40005,data processing
20477,40007,data querying
20478,40002,indexing
20479,40005,data processing
20480,40002,indexing
20481,40001,data management
20482,40003,data modeling
20483,40002,indexing
20484,40001,data management
20485,40001,data management
20486,40006,data storage
20487,40005,data processing
20488,40004,big data
20489,40004,big data
20490,40005,data processing
20491,40006,data storage
20492,40003,data modeling
20493,40001,data management
20494,40007,data querying
20495,40007,data querying
20496,40006,data storage
20497,40002,indexing
20498,40007,data querying
20499,40007,data querying
20500,40008,health informatics
20501,40002,indexing
20502,40003,data modeling
20503,40001,data management
20504,40008,health informatics
20505,40005,data processing
20506,40005,data processing
20507,40006,data storage
20508,40008,health informatics
20509,40008,health informatics
20510,40002,indexing
20511,40003,data modeling
20512,40007,data querying
20513,40005,data processing
20514,40006,data storage
20515,40006,data storage
20516,40007,data querying
20517,40004,big data
20518,40007,data querying
20519,40003,data modeling
20520,40002,indexing
20521,40006,data storage
20522,40004,big data
20523,40003,data modeling
20524,40004,big data
20525,40001,data management
20526,40008,health informatics
20527,40002,indexing
20528,40002,indexing
20529,40008,health informatics
20530,40003,data modeling
20531,40006,data storage
20532,40006,data storage
20533,40003,data modeling
20534,40002,indexing
20535,40008,health informatics
20536,40005,data processing
20537,40002,indexing
20538,40004,big data
20539,40006,data storage
20540,40007,data querying
20541,40005,data processing
20542,40001,data management
20543,40003,data modeling
20544,40002,indexing
20545,40006,data storage
20546,40002,indexing
20547,40007,data querying
20548,40008,health informatics
20549,40008,health informatics
20550,40004,big data
20551,40007,data querying
20552,40005,data processing
20553,40007,data querying
20554,40003,data modeling
20555,40006,data storage
20556,40001,data management
20557,40001,data management
20558,40008,health informatics
20559,40004,big data
20560,40007,data querying
20561,40004,big data
20562,40007,data querying
20563,40006,data storage
20564,40008,health informatics
20565,40008,health informatics
20566,40001,data management
20567,40005,data processing
20568,40001,data management
20569,40001,data management
20570,40001,data management
20571,40003,data modeling
20572,40005,data processing
20573,40001,data management
20574,40006,data storage
20575,40006,data storage
20576,40007,data querying
20577,40004,big data
20578,40006,data storage
20579,40008,health informatics
20580,40001,data management
20581,40005,data processing
20582,40002,indexing
20583,40004,big data
20584,40001,data management
20585,40006,data storage
20586,40004,big data
20587,40007,data querying
20588,40007,data querying
20589,40006,data storage
20590,40008,health informatics
20591,40003,data modeling
20592,40003,data modeling
20593,40006,data storage
20594,40004,big data
20595,40004,big data
20596,40003,data modeling
20597,40007,data querying
20598,40003,data modeling
20599,40006,data storage
20600,40005,data processing
20601,40004,big data
20602,40007,data querying
20603,40008,health informatics
20604,40006,data storage
20605,40007,data querying
20606,40003,data modeling
20607,40001,data management
20608,40005,data processing
20609,40004,big data
20610,40007,data querying
20611,40002,indexing
20612,40003,data modeling
20613,40001,data management
20614,40001,data management
20615,40001,data management
20616,40002,indexing
20617,40004,big data
20618,40004,big data
20619,40005,data processing
20620,40004,big data
20621,40007,data querying
20622,40003,data modeling
20623,40004,big data
20624,40006,data storage
20625,40008,health informatics
20626,40005,data processing
20627,40007,data querying
20628,40001,data management
20629,40004,big data
20630,40006,data storage
20631,40001,data management
20632,40002,indexing
20633,40006,data storage
20634,40003,data modeling
20635,40008,health informatics
20636,40003,data modeling
20637,40003,data modeling
20638,40006,data storage
20639,40008,health informatics
20640,40002,indexing
20641,40007,data querying
20642,40007,data querying
20643,40005,data processing
20644,40003,data modeling
20645,40005,data processing
20646,40007,data querying
20647,40002,indexing
20648,40005,data processing
20649,40003,data modeling
20650,40007,data querying
20651,40007,data querying
20652,40004,big data
20653,40002,indexing
20654,40008,health informatics
20655,40003,data modeling
20656,40008,health informatics
20657,40007,data querying
20658,40001,data management
20659,40004,big data
20660,40005,data processing
20661,40007,data querying
20662,40007,data querying
20663,40005,data processing
20664,40002,indexing
20665,40005,data processing
20666,40008,health informatics
20667,40002,indexing
20668,40008,health informatics
20669,40002,indexing
20670,40008,health informatics
20671,40003,data modeling
20672,40008,health informatics
20673,40005,data processing
20674,40002,indexing
20675,40004,big data
20676,40002,indexing
20677,40004,big data
20678,40004,big data
20679,40001,data management
20680,40002,indexing
20681,40001,data management
20682,40008,health informatics
20683,40002,indexing
20684,40002,indexing
20685,40007,data querying
20686,40002,indexing
20687,40003,data modeling
20688,40002,indexing
20689,40001,data management
20690,40003,data modeling
20691,40005,data processing
20692,40008,health informatics
20693,40008,health informatics
20694,40005,data processing
20695,40002,indexing
20696,40005,data processing
20697,40002,indexing
20698,40001,data management
20699,40005,data processing
20700,40007,data querying
20701,40008,health informatics
20702,40001,data management
20703,40002,indexing
20704,40002,indexing
20705,40006,data storage
20706,40002,indexing
20707,40005,data processing
20708,40003,data modeling
20709,40003,data modeling
20710,40003,data modeling
20711,40008,health informatics
20712,40007,data querying
20713,40004,big data
20714,40006,data storage
20715,40003,data modeling
20716,40003,data modeling
20717,40008,health informatics
20718,40005,data processing
20719,40001,data management
20720,40003,data modeling
20721,40001,data management
20722,40004,big data
20723,40004,big data
20724,40002,indexing
20725,40002,indexing
20726,40003,data modeling
20727,40007,data querying
20728,40006,data storage
20729,40005,data processing
20730,40007,data querying
20731,40007,data querying
20732,40001,data management
20733,40003,data modeling
20734,40007,data querying
20735,40003,data modeling
20736,40003,data modeling
20737,40001,data management
20738,40006,data storage
20739,40004,big data
20740,40008,health informatics
20741,40007,data querying
20742,40008,health informatics
20743,40007,data querying
20744,40006,data storage
20745,40003,data modeling
20746,40002,indexing
20747,40003,data modeling
20748,40003,data modeling
20749,40006,data storage
20750,40002,indexing
20751,40006,data storage
20752,40004,big data
20753,40005,data processing
20754,40004,big data
20755,40004,big data
20756,40003,data modeling
20757,40006,data storage
20758,40002,indexing
20759,40002,indexing
20760,40005,data processing
20761,40006,data storage
20762,40001,data management
20763,40002,indexing
20764,40002,indexing
20765,40005,data processing
20766,40007,data querying
20767,40005,data processing
20768,40005,data processing
20769,40002,indexing
20770,40003,data modeling
20771,40005,data processing
20772,40006,data storage
20773,40008,health informatics
20774,40002,indexing
20775,40003,data modeling
20776,40003,data modeling
20777,40003,data modeling
20778,40001,data management
20779,40005,data processing
20780,40006,data storage
20781,40001,data management
20782,40004,big data
20783,40001,data management
20784,40001,data management
20785,40002,indexing
20786,40004,big data
20787,40007,data querying
20788,40001,data management
20789,40005,data processing
20790,40007,data querying
20791,40002,indexing
20792,40001,data management
20793,40001,data management
20794,40001,data management
20795,40007,data querying
20796,40007,data querying
20797,40008,health informatics
20798,40007,data querying
20799,40004,big data
20800,40005,data processing
20801,40008,health informatics
20802,40006,data storage
20803,40006,data storage
20804,40008,health informatics
20805,40007,data querying
20806,40003,data modeling
20807,40001,data management
20808,40003,data modeling
20809,40005,data processing
20810,40002,indexing
20811,40005,data processing
20812,40006,data storage
20813,40002,indexing
20814,40006,data storage
20815,40007,data querying
20816,40003,data modeling
20817,40004,big data
20818,40002,indexing
20819,40008,health informatics
20820,40001,data management
20821,40005,data processing
20822,40005,data processing
20823,40003,data modeling
20824,40007,data querying
20825,40002,indexing
20826,40004,big data
20827,40002,indexing
20828,40006,data storage
20829,40007,data querying
20830,40004,big data
20831,40001,data management
20832,40008,health informatics
20833,40008,health informatics
20834,40001,data management
20835,40002,indexing
20836,40001,data management
20837,40004,big data
20838,40005,data processing
20839,40005,data processing
20840,40007,data querying
20841,40007,data querying
20842,40006,data storage
20843,40003,data modeling
20844,40007,data querying
20845,40006,data storage
20846,40005,data processing
20847,40006,data storage
20848,40004,big data
20849,40001,data management
20850,40002,indexing
20851,40001,data management
20852,40004,big data
20853,40004,big data
20854,40002,indexing
20855,40003,data modeling
20856,40002,indexing
20857,40006,data storage
20858,40002,indexing
20859,40008,health informatics
20860,40005,data processing
20861,40008,health informatics
20862,40002,indexing
20863,40003,data modeling
20864,40006,data storage
20865,40001,data management
20866,40007,data querying
20867,40001,data management
20868,40002,indexing
20869,40003,data modeling
20870,40006,data storage
20871,40005,data processing
20872,40004,big data
20873,40002,indexing
20874,40003,data modeling
20875,40004,big data
20876,40001,data management
20877,40008,health informatics
20878,40007,data querying
20879,40002,indexing
20880,40004,big data
20881,40003,data modeling
20882,40001,data management
20883,40007,data querying
20884,40002,indexing
20885,40004,big data
20886,40001,data management
20887,40006,data storage
20888,40002,indexing
20889,40001,data management
20890,40001,data management
20891,40005,data processing
20892,40002,indexing
20893,40002,indexing
20894,40003,data modeling
20895,40002,indexing
20896,40006,data storage
20897,40006,data storage
20898,40004,big data
20899,40007,data querying
20900,40003,data modeling
20901,40005,data processing
20902,40007,data querying
20903,40006,data storage
20904,40001,data management
20905,40005,data processing
20906,40001,data management
20907,40008,health informatics
20908,40005,data processing
20909,40005,data processing
20910,40005,data processing
20911,40001,data management
20912,40007,data querying
20913,40002,indexing
20914,40008,health informatics
20915,40001,data management
20916,40004,big data
20917,40008,health informatics
20918,40007,data querying
20919,40001,data management
20920,40001,data management
20921,40008,health informatics
20922,40008,health informatics
20923,40002,indexing
20924,40003,data modeling
20925,40007,data querying
20926,40008,health informatics
20927,40005,data processing
20928,40008,health informatics
20929,40005,data processing
20930,40006,data storage
20931,40003,data modeling
20932,40002,indexing
20933,40003,data modeling
20934,40004,big data
20935,40001,data management
20936,40001,data management
20937,40003,data modeling
20938,40007,data querying
20939,40002,indexing
20940,40008,health informatics
20941,40005,data processing
20942,40004,big data
20943,40007,data querying
20944,40005,data processing
20945,40005,data processing
20946,40008,health informatics
20947,40006,data storage
20948,40003,data modeling
20949,40001,data management
20950,40002,indexing
20951,40007,data querying
20952,40004,big data
20953,40004,big data
20954,40007,data querying
20955,40008,health informatics
20956,40003,data modeling
20957,40007,data querying
20958,40006,data storage
20959,40008,health informatics
20960,40004,big data
20961,40006,data storage
20962,40005,data processing
20963,40005,data processing
20964,40004,big data
20965,40002,indexing
20966,40003,data modeling
20967,40002,indexing
20968,40002,indexing
20969,40001,data management
20970,40004,big data
20971,40004,big data
20972,40004,big data
20973,40005,data processing
20974,40005,data processing
20975,40002,indexing
20976,40004,big data
20977,40002,indexing
20978,40005,data processing
20979,40005,data processing
20980,40004,big data
20981,40001,data management
20982,40002,indexing
20983,40006,data storage
20984,40007,data querying
20985,40006,data storage
20986,40003,data modeling
20987,40002,indexing
20988,40004,big data
20989,40002,indexing
20990,40007,data querying
20991,40006,data storage
20992,40005,data processing
20993,40007,data querying
20994,40006,data storage
20995,40006,data storage
20996,40001,data management
20997,40007,data querying
20998,40008,health informatics
20999,40004,big data
21000,40003,data modeling
21001,40001,data management
21002,40002,indexing
21003,40007,data querying
21004,40005,data processing
21005,40008,health informatics
21006,40002,indexing
21007,40003,data modeling
21008,40003,data modeling
21009,40001,data management
21010,40007,data querying
21011,40004,big data
21012,40001,data management
21013,40007,data querying
21014,40002,indexing
21015,40004,big data
21016,40006,data storage
21017,40003,data modeling
21018,40008,health informatics
21019,40003,data modeling
21020,40001,data management
21021,40005,data processing
21022,40003,data modeling
21023,40007,data querying
21024,40006,data storage
21025,40008,health informatics
21026,40004,big data
21027,40003,data modeling
21028,40007,data querying
21029,40004,big data
21030,40005,data processing
21031,40003,data modeling
21032,40006,data storage
21033,40006,data storage
21034,40002,indexing
21035,40003,data modeling
21036,40005,data processing
21037,40007,data querying
21038,40003,data modeling
21039,40001,data management
21040,40004,big data
21041,40005,data processing
21042,40007,data querying
21043,40007,data querying
21044,40007,data querying
21045,40002,indexing
21046,40003,data modeling
21047,40002,indexing
21048,40005,data processing
21049,40002,indexing
21050,40008,health informatics
21051,40001,data management
21052,40007,data querying
21053,40006,data storage
21054,40007,data querying
21055,40005,data processing
21056,40003,data modeling
21057,40007,data querying
21058,40005,data processing
21059,40006,data storage
21060,40004,big data
21061,40002,indexing
21062,40004,big data
21063,40004,big data
21064,40002,indexing
21065,40002,indexing
21066,40004,big data
21067,40007,data querying
21068,40005,data processing
21069,40007,data querying
21070,40008,health informatics
21071,40005,data processing
21072,40008,health informatics
21073,40002,indexing
21074,40004,big data
21075,40004,big data
21076,40004,big data
21077,40003,data modeling
21078,40005,data processing
21079,40002,indexing
21080,40006,data storage
21081,40003,data modeling
21082,40001,data management
21083,40006,data storage
21084,40004,big data
21085,40008,health informatics
21086,40003,data modeling
21087,40002,indexing
21088,40005,data processing
21089,40005,data processing
21090,40007,data querying
21091,40004,big data
21092,40005,data processing
21093,40002,indexing
21094,40008,health informatics
21095,40005,data processing
21096,40003,data modeling
21097,40006,data storage
21098,40007,data querying
21099,40003,data modeling
21100,40008,health informatics
21101,40002,indexing
21102,40004,big data
21103,40004,big data
21104,40002,indexing
21105,40007,data querying
21106,40004,big data
21107,40002,indexing
21108,40008,health informatics
21109,40007,data querying
21110,40005,data processing
21111,40001,data management
21112,40007,data querying
21113,40002,indexing
21114,40007,data querying
21115,40001,data management
21116,40005,data processing
21117,40003,data modeling
21118,40004,big data
21119,40004,big data
21120,40004,big data
21121,40007,data querying
21122,40007,data querying
21123,40005,data processing
21124,40008,health informatics
21125,40007,data querying
21126,40008,health informatics
21127,40001,data management
21128,40007,data querying
21129,40008,health informatics
21130,40008,health informatics
21131,40001,data management
21132,40002,indexing
21133,40003,data modeling
21134,40001,data management
21135,40003,data modeling
21136,40005,data processing
21137,40008,health informatics
21138,40003,data modeling
21139,40003,data modeling
21140,40002,indexing
21141,40001,data management
21142,40008,health informatics
21143,40001,data management
21144,40003,data modeling
21145,40001,data management
21146,40008,health informatics
21147,40002,indexing
21148,40001,data management
21149,40005,data processing
21150,40002,indexing
21151,40002,indexing
21152,40007,data querying
21153,40002,indexing
21154,40006,data storage
21155,40007,data querying
21156,40003,data modeling
21157,40007,data querying
21158,40001,data management
21159,40005,data processing
21160,40002,indexing
21161,40005,data processing
21162,40006,data storage
21163,40005,data processing
21164,40004,big data
21165,40008,health informatics
21166,40007,data querying
21167,40008,health informatics
21168,40001,data management
21169,40001,data management
21170,40008,health informatics
21171,40007,data querying
21172,40007,data querying
21173,40002,indexing
21174,40008,health informatics
21175,40004,big data
21176,40003,data modeling
21177,40004,big data
21178,40002,indexing
21179,40004,big data
21180,40005,data processing
21181,40003,data modeling
21182,40004,big data
21183,40001,data management
21184,40003,data modeling
21185,40001,data management
21186,40004,big data
21187,40001,data management
21188,40001,data management
21189,40004,big data
21190,40004,big data
21191,40004,big data
21192,40008,health informatics
21193,40001,data management
21194,40007,data querying
21195,40002,indexing
21196,40008,health informatics
21197,40001,data management
21198,40002,indexing
21199,40006,data storage
21200,40006,data storage
21201,40005,data processing
21202,40007,data querying
21203,40005,data processing
21204,40002,indexing
21205,40007,data querying
21206,40005,data processing
21207,40004,big data
21208,40008,health informatics
21209,40005,data processing
21210,40007,data querying
21211,40006,data storage
21212,40003,data modeling
21213,40007,data querying
21214,40007,data querying
21215,40005,data processing
21216,40001,data management
21217,40001,data management
21218,40001,data management
21219,40001,data management
21220,40007,data querying
21221,40002,indexing
21222,40005,data processing
21223,40004,big data
21224,40007,data querying
21225,40006,data storage
21226,40008,health informatics
21227,40003,data modeling
21228,40006,data storage
21229,40001,data management
21230,40003,data modeling
21231,40003,data modeling
21232,40002,indexing
21233,40008,health informatics
21234,40004,big data
21235,40002,indexing
21236,40001,data management
21237,40001,data management
21238,40004,big data
21239,40006,data storage
21240,40007,data querying
21241,40008,health informatics
21242,40008,health informatics
21243,40004,big data
21244,40005,data processing
21245,40003,data modeling
21246,40003,data modeling
21247,40002,indexing
21248,40008,health informatics
21249,40001,data management
21250,40005,data processing
21251,40005,data processing
21252,40004,big data
21253,40004,big data
21254,40006,data storage
21255,40007,data querying
21256,40003,data modeling
21257,40002,indexing
21258,40002,indexing
21259,40001,data management
21260,40004,big data
21261,40007,data querying
21262,40002,indexing
21263,40005,data processing
21264,40005,data processing
21265,40008,health informatics
21266,40004,big data
21267,40008,health informatics
21268,40006,data storage
21269,40003,data modeling
21270,40003,data modeling
21271,40006,data storage
21272,40005,data processing
21273,40006,data storage
21274,40002,indexing
21275,40008,health informatics
21276,40004,big data
21277,40005,data processing
21278,40007,data querying
21279,40002,indexing
21280,40005,data processing
21281,40004,big data
21282,40006,data storage
21283,40005,data processing
21284,40007,data querying
21285,40005,data processing
21286,40001,data management
21287,40007,data querying
21288,40004,big data
21289,40003,data modeling
21290,40001,data management
21291,40004,big data
21292,40005,data processing
21293,40005,data processing
21294,40002,indexing
21295,40006,data storage
21296,40004,big data
21297,40003,data modeling
21298,40008,health informatics
21299,40007,data querying
21300,40006,data storage
21301,40001,data management
21302,40008,health informatics
21303,40008,health informatics
21304,40005,data processing
21305,40003,data modeling
21306,40003,data modeling
21307,40004,big data
21308,40008,health informatics
21309,40003,data modeling
21310,40004,big data
21311,40006,data storage
21312,40006,data storage
21313,40007,data querying
21314,40006,data storage
21315,40003,data modeling
21316,40005,data processing
21317,40007,data querying
21318,40002,indexing
21319,40002,indexing
21320,40001,data management
21321,40004,big data
21322,40002,indexing
21323,40008,health informatics
21324,40001,data management
21325,40001,data management
21326,40007,data querying
21327,40005,data processing
21328,40005,data processing
21329,40004,big data
21330,40007,data querying
21331,40002,indexing
21332,40005,data processing
21333,40006,data storage
21334,40008,health informatics
21335,40001,data management
21336,40002,indexing
21337,40006,data storage
21338,40003,data modeling
21339,40001,data management
21340,40004,big data
21341,40003,data modeling
21342,40007,data querying
21343,40007,data querying
21344,40007,data querying
21345,40006,data storage
21346,40004,big data
21347,40008,health informatics
21348,40007,data querying
21349,40002,indexing
21350,40005,data processing
21351,40004,big data
21352,40004,big data
21353,40004,big data
21354,40008,health informatics
21355,40005,data processing
21356,40001,data management
21357,40002,indexing
21358,40001,data management
21359,40002,indexing
21360,40007,data querying
21361,40003,data modeling
21362,40004,big data
21363,40001,data management
21364,40004,big data
21365,40002,indexing
21366,40003,data modeling
21367,40001,data management
21368,40002,indexing
21369,40002,indexing
21370,40008,health informatics
21371,40005,data processing
21372,40003,data modeling
21373,40002,indexing
21374,40004,big data
21375,40006,data storage
21376,40005,data processing
21377,40008,health informatics
21378,40007,data querying
21379,40006,data storage
21380,40002,indexing
21381,40007,data querying
21382,40004,big data
21383,40002,indexing
21384,40007,data querying
21385,40005,data processing
21386,40001,data management
21387,40005,data processing
21388,40004,big data
21389,40001,data management
21390,40008,health informatics
21391,40004,big data
21392,40007,data querying
21393,40007,data querying
21394,40006,data storage
21395,40008,health informatics
21396,40008,health informatics
21397,40003,data modeling
21398,40002,indexing
