paperID	authorID	main
20377	10047	Yes
20378	10033	Yes
20379	10150	Yes
20380	10011	Yes
20381	10045	Yes
20382	10032	Yes
20383	10022	Yes
20384	10017	Yes
20385	10019	Yes
20386	10016	Yes
20387	10146	Yes
20388	10102	Yes
20389	10094	Yes
20390	10090	Yes
20391	10092	Yes
20392	10143	Yes
20393	10001	Yes
20394	10044	Yes
20395	10077	Yes
20396	10109	Yes
20397	10053	Yes
20398	10040	Yes
20399	10008	Yes
20400	10068	Yes
20401	10145	Yes
20402	10108	Yes
20403	10097	Yes
20404	10002	Yes
20405	10112	Yes
20406	10049	Yes
20407	10019	Yes
20408	10017	Yes
20409	10088	Yes
20410	10055	Yes
20411	10065	Yes
20412	10055	Yes
20413	10122	Yes
20414	10062	Yes
20415	10035	Yes
20416	10114	Yes
20417	10048	Yes
20418	10093	Yes
20419	10115	Yes
20420	10087	Yes
20421	10047	Yes
20422	10034	Yes
20423	10073	Yes
20424	10116	Yes
20425	10090	Yes
20426	10074	Yes
20427	10013	Yes
20428	10093	Yes
20429	10036	Yes
20430	10095	Yes
20431	10085	Yes
20432	10088	Yes
20433	10029	Yes
20434	10106	Yes
20435	10057	Yes
20436	10105	Yes
20437	10147	Yes
20438	10039	Yes
20439	10009	Yes
20440	10095	Yes
20441	10086	Yes
20442	10087	Yes
20443	10007	Yes
20444	10147	Yes
20445	10075	Yes
20446	10135	Yes
20447	10127	Yes
20448	10129	Yes
20449	10002	Yes
20450	10078	Yes
20451	10132	Yes
20452	10045	Yes
20453	10144	Yes
20454	10016	Yes
20455	10079	Yes
20456	10090	Yes
20457	10042	Yes
20458	10143	Yes
20459	10132	Yes
20460	10144	Yes
20461	10118	Yes
20462	10072	Yes
20463	10011	Yes
20464	10107	Yes
20465	10022	Yes
20466	10051	Yes
20467	10043	Yes
20468	10027	Yes
20469	10017	Yes
20470	10087	Yes
20471	10001	Yes
20472	10139	Yes
20473	10111	Yes
20474	10121	Yes
20475	10007	Yes
20476	10132	Yes
20477	10017	Yes
20478	10033	Yes
20479	10095	Yes
20480	10037	Yes
20481	10117	Yes
20482	10094	Yes
20483	10085	Yes
20484	10008	Yes
20485	10109	Yes
20486	10101	Yes
20487	10057	Yes
20488	10052	Yes
20489	10118	Yes
20490	10141	Yes
20491	10146	Yes
20492	10090	Yes
20493	10104	Yes
20494	10125	Yes
20495	10033	Yes
20496	10017	Yes
20497	10035	Yes
20498	10034	Yes
20499	10082	Yes
20500	10089	Yes
20501	10131	Yes
20502	10142	Yes
20503	10007	Yes
20504	10124	Yes
20505	10031	Yes
20506	10128	Yes
20507	10095	Yes
20508	10141	Yes
20509	10072	Yes
20510	10095	Yes
20511	10124	Yes
20512	10148	Yes
20513	10063	Yes
20514	10056	Yes
20515	10106	Yes
20516	10019	Yes
20517	10034	Yes
20518	10132	Yes
20519	10030	Yes
20520	10090	Yes
20521	10008	Yes
20522	10026	Yes
20523	10015	Yes
20524	10098	Yes
20525	10107	Yes
20526	10119	Yes
20527	10142	Yes
20528	10087	Yes
20529	10057	Yes
20530	10004	Yes
20531	10024	Yes
20532	10142	Yes
20533	10059	Yes
20534	10075	Yes
20535	10080	Yes
20536	10121	Yes
20537	10022	Yes
20538	10106	Yes
20539	10079	Yes
20540	10132	Yes
20541	10039	Yes
20542	10132	Yes
20543	10092	Yes
20544	10098	Yes
20545	10043	Yes
20546	10008	Yes
20547	10115	Yes
20548	10122	Yes
20549	10038	Yes
20550	10063	Yes
20551	10077	Yes
20552	10096	Yes
20553	10007	Yes
20554	10131	Yes
20555	10042	Yes
20556	10125	Yes
20557	10031	Yes
20558	10043	Yes
20559	10023	Yes
20560	10137	Yes
20561	10121	Yes
20562	10086	Yes
20563	10105	Yes
20564	10022	Yes
20565	10125	Yes
20566	10126	Yes
20567	10094	Yes
20568	10081	Yes
20569	10091	Yes
20570	10051	Yes
20571	10054	Yes
20572	10109	Yes
20573	10027	Yes
20574	10087	Yes
20575	10110	Yes
20576	10054	Yes
20577	10030	Yes
20578	10093	Yes
20579	10066	Yes
20580	10003	Yes
20581	10058	Yes
20582	10070	Yes
20583	10123	Yes
20584	10074	Yes
20585	10004	Yes
20586	10014	Yes
20587	10097	Yes
20588	10138	Yes
20589	10056	Yes
20590	10117	Yes
20591	10030	Yes
20592	10144	Yes
20593	10068	Yes
20594	10130	Yes
20595	10060	Yes
20596	10069	Yes
20597	10050	Yes
20598	10044	Yes
20599	10113	Yes
20600	10002	Yes
20601	10006	Yes
20602	10090	Yes
20603	10032	Yes
20604	10092	Yes
20605	10131	Yes
20606	10146	Yes
20607	10090	Yes
20608	10099	Yes
20609	10075	Yes
20610	10038	Yes
20611	10052	Yes
20612	10003	Yes
20613	10071	Yes
20614	10008	Yes
20615	10097	Yes
20616	10070	Yes
20617	10034	Yes
20618	10007	Yes
20619	10069	Yes
20620	10054	Yes
20621	10120	Yes
20622	10006	Yes
20623	10012	Yes
20624	10091	Yes
20625	10021	Yes
20626	10015	Yes
20627	10055	Yes
20628	10082	Yes
20629	10104	Yes
20630	10127	Yes
20631	10038	Yes
20632	10065	Yes
20633	10021	Yes
20634	10085	Yes
20635	10088	Yes
20636	10025	Yes
20637	10067	Yes
20638	10026	Yes
20639	10103	Yes
20640	10095	Yes
20641	10002	Yes
20642	10125	Yes
20643	10031	Yes
20644	10124	Yes
20645	10106	Yes
20646	10080	Yes
20647	10054	Yes
20648	10061	Yes
20649	10010	Yes
20650	10054	Yes
20651	10107	Yes
20652	10107	Yes
20653	10076	Yes
20654	10111	Yes
20655	10029	Yes
20656	10049	Yes
20657	10138	Yes
20658	10144	Yes
20659	10140	Yes
20660	10056	Yes
20661	10068	Yes
20662	10039	Yes
20663	10128	Yes
20664	10141	Yes
20665	10038	Yes
20666	10044	Yes
20667	10137	Yes
20668	10017	Yes
20669	10082	Yes
20670	10014	Yes
20671	10110	Yes
20672	10068	Yes
20673	10104	Yes
20674	10042	Yes
20675	10080	Yes
20676	10098	Yes
20677	10100	Yes
20678	10129	Yes
20679	10014	Yes
20680	10106	Yes
20681	10043	Yes
20682	10147	Yes
20683	10031	Yes
20684	10137	Yes
20685	10070	Yes
20686	10039	Yes
20687	10028	Yes
20688	10081	Yes
20689	10097	Yes
20690	10038	Yes
20691	10020	Yes
20692	10059	Yes
20693	10136	Yes
20694	10134	Yes
20695	10076	Yes
20696	10089	Yes
20697	10129	Yes
20698	10059	Yes
20699	10118	Yes
20700	10009	Yes
20701	10042	Yes
20702	10004	Yes
20703	10106	Yes
20704	10050	Yes
20705	10051	Yes
20706	10113	Yes
20707	10060	Yes
20708	10118	Yes
20709	10029	Yes
20710	10001	Yes
20711	10043	Yes
20712	10032	Yes
20713	10021	Yes
20714	10130	Yes
20715	10115	Yes
20716	10088	Yes
20717	10089	Yes
20718	10104	Yes
20719	10018	Yes
20720	10136	Yes
20721	10093	Yes
20722	10142	Yes
20723	10097	Yes
20724	10105	Yes
20725	10071	Yes
20726	10100	Yes
20727	10113	Yes
20728	10078	Yes
20729	10103	Yes
20730	10040	Yes
20731	10029	Yes
20732	10087	Yes
20733	10069	Yes
20734	10113	Yes
20735	10051	Yes
20736	10018	Yes
20737	10082	Yes
20738	10100	Yes
20739	10028	Yes
20740	10148	Yes
20741	10092	Yes
20742	10130	Yes
20743	10115	Yes
20744	10106	Yes
20745	10077	Yes
20746	10025	Yes
20747	10137	Yes
20748	10145	Yes
20749	10018	Yes
20750	10044	Yes
20751	10113	Yes
20752	10094	Yes
20753	10134	Yes
20754	10110	Yes
20755	10048	Yes
20756	10114	Yes
20757	10134	Yes
20758	10001	Yes
20759	10145	Yes
20760	10096	Yes
20761	10077	Yes
20762	10144	Yes
20763	10135	Yes
20764	10135	Yes
20765	10100	Yes
20766	10053	Yes
20767	10097	Yes
20768	10132	Yes
20769	10039	Yes
20770	10096	Yes
20771	10143	Yes
20772	10049	Yes
20773	10053	Yes
20774	10029	Yes
20775	10005	Yes
20776	10038	Yes
20777	10040	Yes
20778	10009	Yes
20779	10072	Yes
20780	10121	Yes
20781	10034	Yes
20782	10040	Yes
20783	10018	Yes
20784	10141	Yes
20785	10136	Yes
20786	10051	Yes
20787	10129	Yes
20788	10149	Yes
20789	10147	Yes
20790	10009	Yes
20791	10106	Yes
20792	10135	Yes
20793	10117	Yes
20794	10048	Yes
20795	10031	Yes
20796	10039	Yes
20797	10059	Yes
20798	10032	Yes
20799	10128	Yes
20800	10120	Yes
20801	10132	Yes
20802	10011	Yes
20803	10052	Yes
20804	10150	Yes
20805	10134	Yes
20806	10093	Yes
20807	10066	Yes
20808	10141	Yes
20809	10083	Yes
20810	10083	Yes
20811	10149	Yes
20812	10078	Yes
20813	10135	Yes
20814	10141	Yes
20815	10028	Yes
20816	10141	Yes
20817	10052	Yes
20818	10128	Yes
20819	10081	Yes
20820	10050	Yes
20821	10113	Yes
20822	10043	Yes
20823	10041	Yes
20824	10072	Yes
20825	10127	Yes
20826	10057	Yes
20827	10004	Yes
20828	10102	Yes
20829	10013	Yes
20830	10015	Yes
20831	10106	Yes
20832	10014	Yes
20833	10101	Yes
20834	10107	Yes
20835	10026	Yes
20836	10071	Yes
20837	10008	Yes
20838	10071	Yes
20839	10021	Yes
20840	10139	Yes
20841	10070	Yes
20842	10120	Yes
20843	10149	Yes
20844	10096	Yes
20845	10104	Yes
20846	10052	Yes
20847	10064	Yes
20848	10088	Yes
20849	10115	Yes
20850	10107	Yes
20851	10024	Yes
20852	10017	Yes
20853	10128	Yes
20854	10011	Yes
20855	10112	Yes
20856	10076	Yes
20857	10071	Yes
20858	10112	Yes
20859	10122	Yes
20860	10098	Yes
20861	10104	Yes
20862	10068	Yes
20863	10067	Yes
20864	10039	Yes
20865	10024	Yes
20866	10004	Yes
20867	10040	Yes
20868	10124	Yes
20869	10090	Yes
20870	10105	Yes
20871	10129	Yes
20872	10058	Yes
20873	10094	Yes
20874	10143	Yes
20875	10068	Yes
20876	10006	Yes
20877	10144	Yes
20878	10052	Yes
20879	10136	Yes
20880	10134	Yes
20881	10014	Yes
20882	10088	Yes
20883	10055	Yes
20884	10087	Yes
20885	10106	Yes
20886	10024	Yes
20887	10127	Yes
20888	10024	Yes
20889	10013	Yes
20890	10017	Yes
20891	10136	Yes
20892	10061	Yes
20893	10044	Yes
20894	10101	Yes
20895	10041	Yes
20896	10139	Yes
20897	10112	Yes
20898	10035	Yes
20899	10001	Yes
20900	10114	Yes
20901	10023	Yes
20902	10015	Yes
20903	10032	Yes
20904	10115	Yes
20905	10093	Yes
20906	10106	Yes
20907	10118	Yes
20908	10138	Yes
20909	10028	Yes
20910	10137	Yes
20911	10005	Yes
20912	10111	Yes
20913	10013	Yes
20914	10129	Yes
20915	10137	Yes
20916	10041	Yes
20917	10053	Yes
20918	10088	Yes
20919	10126	Yes
20920	10124	Yes
20921	10107	Yes
20922	10024	Yes
20923	10002	Yes
20924	10055	Yes
20925	10039	Yes
20926	10069	Yes
20927	10050	Yes
20928	10003	Yes
20929	10135	Yes
20930	10020	Yes
20931	10031	Yes
20932	10085	Yes
20933	10054	Yes
20934	10114	Yes
20935	10137	Yes
20936	10107	Yes
20937	10099	Yes
20938	10010	Yes
20939	10137	Yes
20940	10091	Yes
20941	10125	Yes
20942	10051	Yes
20943	10147	Yes
20944	10116	Yes
20945	10010	Yes
20946	10050	Yes
20947	10150	Yes
20948	10137	Yes
20949	10032	Yes
20950	10047	Yes
20951	10079	Yes
20952	10049	Yes
20953	10069	Yes
20954	10061	Yes
20955	10070	Yes
20956	10093	Yes
20957	10139	Yes
20958	10080	Yes
20959	10030	Yes
20960	10041	Yes
20961	10030	Yes
20962	10019	Yes
20963	10134	Yes
20964	10088	Yes
20965	10127	Yes
20966	10015	Yes
20967	10044	Yes
20968	10050	Yes
20969	10021	Yes
20970	10040	Yes
20971	10116	Yes
20972	10073	Yes
20973	10077	Yes
20974	10043	Yes
20975	10053	Yes
20976	10061	Yes
20977	10075	Yes
20978	10014	Yes
20979	10024	Yes
20980	10072	Yes
20981	10122	Yes
20982	10010	Yes
20983	10033	Yes
20984	10125	Yes
20985	10045	Yes
20986	10144	Yes
20987	10142	Yes
20988	10106	Yes
20989	10049	Yes
20990	10055	Yes
20991	10135	Yes
20992	10087	Yes
20993	10141	Yes
20994	10084	Yes
20995	10128	Yes
20996	10017	Yes
20997	10020	Yes
20998	10144	Yes
20999	10089	Yes
21000	10134	Yes
21001	10138	Yes
21002	10097	Yes
21003	10143	Yes
21004	10130	Yes
21005	10083	Yes
21006	10069	Yes
21007	10097	Yes
21008	10030	Yes
21009	10150	Yes
21010	10106	Yes
21011	10115	Yes
21012	10067	Yes
21013	10091	Yes
21014	10072	Yes
21015	10052	Yes
21016	10150	Yes
21017	10101	Yes
21018	10118	Yes
21019	10090	Yes
21020	10123	Yes
21021	10020	Yes
21022	10140	Yes
21023	10119	Yes
21024	10123	Yes
21025	10139	Yes
21026	10090	Yes
21027	10097	Yes
21028	10083	Yes
21029	10060	Yes
21030	10144	Yes
21031	10034	Yes
21032	10005	Yes
21033	10107	Yes
21034	10119	Yes
21035	10083	Yes
21036	10126	Yes
21037	10136	Yes
21038	10081	Yes
21039	10068	Yes
21040	10096	Yes
21041	10057	Yes
21042	10073	Yes
21043	10041	Yes
21044	10062	Yes
21045	10142	Yes
21046	10103	Yes
21047	10093	Yes
21048	10108	Yes
21049	10060	Yes
21050	10025	Yes
21051	10149	Yes
21052	10091	Yes
21053	10069	Yes
21054	10097	Yes
21055	10079	Yes
21056	10131	Yes
21057	10030	Yes
21058	10084	Yes
21059	10132	Yes
21060	10084	Yes
21061	10122	Yes
21062	10101	Yes
21063	10024	Yes
21064	10056	Yes
21065	10022	Yes
21066	10063	Yes
21067	10033	Yes
21068	10091	Yes
21069	10032	Yes
21070	10033	Yes
21071	10042	Yes
21072	10119	Yes
21073	10052	Yes
21074	10029	Yes
21075	10051	Yes
21076	10009	Yes
21077	10052	Yes
21078	10115	Yes
21079	10076	Yes
21080	10043	Yes
21081	10089	Yes
21082	10101	Yes
21083	10071	Yes
21084	10040	Yes
21085	10012	Yes
21086	10062	Yes
21087	10088	Yes
21088	10121	Yes
21089	10041	Yes
21090	10078	Yes
21091	10030	Yes
21092	10128	Yes
21093	10112	Yes
21094	10120	Yes
21095	10117	Yes
21096	10091	Yes
21097	10145	Yes
21098	10005	Yes
21099	10112	Yes
21100	10027	Yes
21101	10056	Yes
21102	10076	Yes
21103	10020	Yes
21104	10088	Yes
21105	10030	Yes
21106	10012	Yes
21107	10068	Yes
21108	10016	Yes
21109	10112	Yes
21110	10052	Yes
21111	10080	Yes
21112	10064	Yes
21113	10047	Yes
21114	10035	Yes
21115	10061	Yes
21116	10100	Yes
21117	10073	Yes
21118	10029	Yes
21119	10049	Yes
21120	10022	Yes
21121	10145	Yes
21122	10015	Yes
21123	10134	Yes
21124	10048	Yes
21125	10122	Yes
21126	10011	Yes
21127	10091	Yes
21128	10054	Yes
21129	10024	Yes
21130	10004	Yes
21131	10087	Yes
21132	10014	Yes
21133	10004	Yes
21134	10008	Yes
21135	10148	Yes
21136	10128	Yes
21137	10030	Yes
21138	10110	Yes
21139	10043	Yes
21140	10070	Yes
21141	10075	Yes
21142	10100	Yes
21143	10146	Yes
21144	10074	Yes
21145	10064	Yes
21146	10022	Yes
21147	10019	Yes
21148	10083	Yes
21149	10051	Yes
21150	10131	Yes
21151	10141	Yes
21152	10135	Yes
21153	10013	Yes
21154	10083	Yes
21155	10112	Yes
21156	10053	Yes
21157	10114	Yes
21158	10082	Yes
21159	10055	Yes
21160	10004	Yes
21161	10147	Yes
21162	10091	Yes
21163	10070	Yes
21164	10112	Yes
21165	10064	Yes
21166	10108	Yes
21167	10144	Yes
21168	10145	Yes
21169	10054	Yes
21170	10042	Yes
21171	10009	Yes
21172	10140	Yes
21173	10011	Yes
21174	10107	Yes
21175	10122	Yes
21176	10078	Yes
21177	10026	Yes
21178	10055	Yes
21179	10065	Yes
21180	10042	Yes
21181	10079	Yes
21182	10139	Yes
21183	10068	Yes
21184	10146	Yes
21185	10004	Yes
21186	10055	Yes
21187	10132	Yes
21188	10044	Yes
21189	10132	Yes
21190	10118	Yes
21191	10140	Yes
21192	10047	Yes
21193	10011	Yes
21194	10049	Yes
21195	10134	Yes
21196	10128	Yes
21197	10054	Yes
21198	10074	Yes
21199	10065	Yes
21200	10110	Yes
21201	10078	Yes
21202	10062	Yes
21203	10133	Yes
21204	10054	Yes
21205	10046	Yes
21206	10091	Yes
21207	10094	Yes
21208	10075	Yes
21209	10098	Yes
21210	10140	Yes
21211	10143	Yes
21212	10118	Yes
21213	10063	Yes
21214	10148	Yes
21215	10086	Yes
21216	10129	Yes
21217	10020	Yes
21218	10021	Yes
21219	10006	Yes
21220	10059	Yes
21221	10016	Yes
21222	10070	Yes
21223	10064	Yes
21224	10144	Yes
21225	10074	Yes
21226	10111	Yes
21227	10107	Yes
21228	10049	Yes
21229	10079	Yes
21230	10024	Yes
21231	10077	Yes
21232	10069	Yes
21233	10143	Yes
21234	10052	Yes
21235	10012	Yes
21236	10027	Yes
21237	10074	Yes
21238	10122	Yes
21239	10102	Yes
21240	10014	Yes
21241	10019	Yes
21242	10082	Yes
21243	10095	Yes
21244	10136	Yes
21245	10135	Yes
21246	10142	Yes
21247	10090	Yes
21248	10129	Yes
21249	10122	Yes
21250	10083	Yes
21251	10124	Yes
21252	10138	Yes
21253	10089	Yes
21254	10004	Yes
21255	10126	Yes
21256	10150	Yes
21257	10106	Yes
21258	10088	Yes
21259	10101	Yes
21260	10120	Yes
21261	10008	Yes
21262	10026	Yes
21263	10103	Yes
21264	10052	Yes
21265	10086	Yes
21266	10033	Yes
21267	10093	Yes
21268	10090	Yes
21269	10103	Yes
21270	10060	Yes
21271	10088	Yes
21272	10098	Yes
21273	10136	Yes
21274	10079	Yes
21275	10072	Yes
21276	10029	Yes
21277	10044	Yes
21278	10095	Yes
21279	10097	Yes
21280	10084	Yes
21281	10134	Yes
21282	10037	Yes
21283	10025	Yes
21284	10124	Yes
21285	10027	Yes
21286	10032	Yes
21287	10035	Yes
21288	10111	Yes
21289	10103	Yes
21290	10044	Yes
21291	10010	Yes
21292	10023	Yes
21293	10076	Yes
21294	10040	Yes
21295	10044	Yes
21296	10017	Yes
21297	10057	Yes
21298	10084	Yes
21299	10008	Yes
21300	10128	Yes
21301	10092	Yes
21302	10092	Yes
21303	10046	Yes
21304	10062	Yes
21305	10021	Yes
21306	10103	Yes
21307	10080	Yes
21308	10068	Yes
21309	10064	Yes
21310	10094	Yes
21311	10142	Yes
21312	10017	Yes
21313	10139	Yes
21314	10032	Yes
21315	10085	Yes
21316	10145	Yes
21317	10018	Yes
21318	10105	Yes
21319	10008	Yes
21320	10130	Yes
21321	10144	Yes
21322	10127	Yes
21323	10107	Yes
21324	10037	Yes
21325	10010	Yes
21326	10133	Yes
21327	10045	Yes
21328	10124	Yes
21329	10083	Yes
21330	10106	Yes
21331	10040	Yes
21332	10058	Yes
21333	10140	Yes
21334	10077	Yes
21335	10039	Yes
21336	10073	Yes
21337	10041	Yes
21338	10033	Yes
21339	10120	Yes
21340	10068	Yes
21341	10069	Yes
21342	10150	Yes
21343	10094	Yes
21344	10105	Yes
21345	10034	Yes
21346	10128	Yes
21347	10007	Yes
21348	10054	Yes
21349	10140	Yes
21350	10056	Yes
21351	10049	Yes
21352	10027	Yes
21353	10113	Yes
21354	10132	Yes
21355	10147	Yes
21356	10088	Yes
21357	10092	Yes
21358	10026	Yes
21359	10069	Yes
21360	10111	Yes
21361	10056	Yes
21362	10051	Yes
21363	10035	Yes
21364	10026	Yes
21365	10141	Yes
21366	10092	Yes
21367	10127	Yes
21368	10060	Yes
21369	10149	Yes
21370	10084	Yes
21371	10003	Yes
21372	10150	Yes
21373	10088	Yes
21374	10080	Yes
21375	10002	Yes
21376	10139	Yes
21377	10091	Yes
21378	10025	Yes
21379	10094	Yes
21380	10141	Yes
21381	10050	Yes
21382	10136	Yes
21383	10052	Yes
21384	10043	Yes
21385	10147	Yes
21386	10094	Yes
21387	10100	Yes
21388	10069	Yes
21389	10142	Yes
21390	10140	Yes
21391	10018	Yes
21392	10062	Yes
21393	10026	Yes
21394	10147	Yes
21395	10047	Yes
21396	10136	Yes
21397	10131	Yes
21398	10094	Yes
