paperID,authorID,review,decision
20237,10147,Nice Nice...,Approved
20238,10022,Nice Nice...,Approved
20239,10139,Bad bad...,Denied
20240,10056,Bad bad...,Denied
20241,10122,Bad bad...,Denied
20242,10120,Bad bad...,Denied
20243,10055,Nice Nice...,Approved
20244,10008,Nice Nice...,Approved
20245,10108,Bad bad...,Denied
20246,10115,Bad bad...,Denied
20247,10071,Nice Nice...,Approved
20248,10053,Nice Nice...,Approved
20249,10117,Nice Nice...,Approved
20250,10046,Bad bad...,Denied
20251,10140,Nice Nice...,Approved
20252,10117,Nice Nice...,Approved
20253,10074,Bad bad...,Denied
20254,10091,Nice Nice...,Approved
20255,10042,Nice Nice...,Approved
20256,10127,Nice Nice...,Approved
20257,10135,Bad bad...,Denied
20258,10138,Nice Nice...,Approved
20259,10065,Bad bad...,Denied
20260,10049,Nice Nice...,Approved
20261,10147,Bad bad...,Denied
20262,10114,Nice Nice...,Approved
20263,10073,Bad bad...,Denied
20264,10080,Nice Nice...,Approved
20265,10127,Nice Nice...,Approved
20266,10006,Nice Nice...,Approved
20267,10099,Nice Nice...,Approved
20268,10112,Bad bad...,Denied
20269,10010,Nice Nice...,Approved
20270,10102,Nice Nice...,Approved
20271,10109,Nice Nice...,Approved
20272,10149,Nice Nice...,Approved
20273,10054,Nice Nice...,Approved
20274,10106,Nice Nice...,Approved
20275,10087,Nice Nice...,Approved
20276,10006,Bad bad...,Denied
20277,10096,Nice Nice...,Approved
20278,10133,Nice Nice...,Approved
20279,10077,Nice Nice...,Approved
20280,10013,Nice Nice...,Approved
20281,10115,Bad bad...,Denied
20282,10150,Nice Nice...,Approved
20283,10019,Nice Nice...,Approved
20284,10058,Nice Nice...,Approved
20285,10109,Nice Nice...,Approved
20286,10106,Bad bad...,Denied
20287,10003,Bad bad...,Denied
20288,10003,Bad bad...,Denied
20289,10100,Nice Nice...,Approved
20290,10045,Bad bad...,Denied
20291,10007,Nice Nice...,Approved
20292,10144,Bad bad...,Denied
20293,10013,Bad bad...,Denied
20294,10115,Nice Nice...,Approved
20295,10044,Nice Nice...,Approved
20296,10101,Nice Nice...,Approved
20297,10100,Bad bad...,Denied
20298,10002,Nice Nice...,Approved
20299,10051,Bad bad...,Denied
20300,10068,Nice Nice...,Approved
20301,10129,Bad bad...,Denied
20302,10072,Nice Nice...,Approved
20303,10058,Nice Nice...,Approved
20304,10128,Nice Nice...,Approved
20305,10130,Bad bad...,Denied
20306,10127,Bad bad...,Denied
20307,10041,Nice Nice...,Approved
20308,10142,Nice Nice...,Approved
20309,10147,Nice Nice...,Approved
20310,10001,Nice Nice...,Approved
20311,10148,Nice Nice...,Approved
20312,10086,Bad bad...,Denied
20313,10063,Bad bad...,Denied
20314,10111,Bad bad...,Denied
20315,10029,Nice Nice...,Approved
20316,10044,Nice Nice...,Approved
20317,10086,Bad bad...,Denied
20318,10064,Nice Nice...,Approved
20319,10077,Nice Nice...,Approved
20320,10135,Bad bad...,Denied
20321,10039,Bad bad...,Denied
20322,10047,Nice Nice...,Approved
20323,10141,Nice Nice...,Approved
20324,10030,Nice Nice...,Approved
20325,10008,Bad bad...,Denied
20326,10140,Nice Nice...,Approved
20327,10129,Nice Nice...,Approved
20328,10121,Bad bad...,Denied
20329,10100,Bad bad...,Denied
20330,10148,Nice Nice...,Approved
20331,10140,Bad bad...,Denied
20332,10088,Bad bad...,Denied
20333,10105,Bad bad...,Denied
20334,10075,Bad bad...,Denied
20335,10003,Nice Nice...,Approved
20336,10015,Bad bad...,Denied
20337,10099,Nice Nice...,Approved
20338,10001,Bad bad...,Denied
20339,10036,Bad bad...,Denied
20340,10138,Bad bad...,Denied
20341,10011,Nice Nice...,Approved
20342,10035,Nice Nice...,Approved
20343,10056,Nice Nice...,Approved
20344,10028,Bad bad...,Denied
20345,10108,Nice Nice...,Approved
20346,10041,Nice Nice...,Approved
20347,10109,Nice Nice...,Approved
20348,10112,Bad bad...,Denied
20349,10052,Bad bad...,Denied
20350,10032,Bad bad...,Denied
20351,10100,Nice Nice...,Approved
20352,10137,Nice Nice...,Approved
20353,10014,Bad bad...,Denied
20354,10116,Bad bad...,Denied
20355,10094,Nice Nice...,Approved
20356,10033,Bad bad...,Denied
20357,10108,Bad bad...,Denied
20358,10107,Bad bad...,Denied
20359,10073,Nice Nice...,Approved
20360,10006,Nice Nice...,Approved
20361,10036,Bad bad...,Denied
20362,10126,Bad bad...,Denied
20363,10102,Nice Nice...,Approved
20364,10053,Nice Nice...,Approved
20365,10061,Nice Nice...,Approved
20366,10080,Nice Nice...,Approved
20367,10001,Nice Nice...,Approved
20368,10145,Bad bad...,Denied
20369,10129,Nice Nice...,Approved
20370,10144,Nice Nice...,Approved
20371,10017,Bad bad...,Denied
20372,10087,Bad bad...,Denied
20373,10014,Nice Nice...,Approved
20374,10101,Nice Nice...,Approved
20375,10069,Nice Nice...,Approved
20376,10091,Nice Nice...,Approved
20377,10027,Nice Nice...,Approved
20378,10069,Bad bad...,Denied
20379,10071,Bad bad...,Denied
20380,10118,Bad bad...,Denied
20381,10115,Bad bad...,Denied
20382,10110,Nice Nice...,Approved
20383,10008,Bad bad...,Denied
20384,10022,Bad bad...,Denied
20385,10147,Nice Nice...,Approved
20386,10138,Bad bad...,Denied
20387,10032,Bad bad...,Denied
20388,10127,Nice Nice...,Approved
20389,10104,Nice Nice...,Approved
20390,10036,Nice Nice...,Approved
20391,10129,Bad bad...,Denied
20392,10009,Nice Nice...,Approved
20393,10104,Nice Nice...,Approved
20394,10140,Bad bad...,Denied
20395,10059,Nice Nice...,Approved
20396,10127,Nice Nice...,Approved
20397,10045,Bad bad...,Denied
20398,10044,Nice Nice...,Approved
20399,10033,Nice Nice...,Approved
20400,10024,Bad bad...,Denied
20401,10143,Nice Nice...,Approved
20402,10138,Bad bad...,Denied
20403,10001,Bad bad...,Denied
20404,10122,Bad bad...,Denied
20405,10084,Nice Nice...,Approved
20406,10096,Bad bad...,Denied
20407,10120,Bad bad...,Denied
20408,10066,Nice Nice...,Approved
20409,10072,Bad bad...,Denied
20410,10042,Bad bad...,Denied
20411,10019,Nice Nice...,Approved
20412,10005,Bad bad...,Denied
20413,10091,Nice Nice...,Approved
20414,10055,Nice Nice...,Approved
20415,10090,Nice Nice...,Approved
20416,10121,Nice Nice...,Approved
20417,10076,Nice Nice...,Approved
20418,10051,Bad bad...,Denied
20419,10138,Nice Nice...,Approved
20420,10013,Nice Nice...,Approved
20421,10107,Nice Nice...,Approved
20422,10066,Nice Nice...,Approved
20423,10119,Bad bad...,Denied
20424,10146,Nice Nice...,Approved
20425,10010,Nice Nice...,Approved
20426,10039,Nice Nice...,Approved
20427,10093,Bad bad...,Denied
20428,10148,Nice Nice...,Approved
20429,10060,Nice Nice...,Approved
20430,10136,Nice Nice...,Approved
20431,10093,Nice Nice...,Approved
20432,10119,Nice Nice...,Approved
20433,10003,Nice Nice...,Approved
20434,10022,Nice Nice...,Approved
20435,10150,Bad bad...,Denied
20436,10067,Nice Nice...,Approved
20437,10012,Nice Nice...,Approved
20438,10008,Nice Nice...,Approved
20439,10037,Nice Nice...,Approved
20440,10040,Nice Nice...,Approved
20441,10129,Nice Nice...,Approved
20442,10042,Bad bad...,Denied
20443,10009,Bad bad...,Denied
20444,10088,Nice Nice...,Approved
20445,10060,Bad bad...,Denied
20446,10106,Bad bad...,Denied
20447,10087,Nice Nice...,Approved
20448,10105,Nice Nice...,Approved
20449,10023,Nice Nice...,Approved
20450,10091,Nice Nice...,Approved
20451,10062,Bad bad...,Denied
20452,10042,Nice Nice...,Approved
20453,10029,Bad bad...,Denied
20454,10131,Nice Nice...,Approved
20455,10146,Bad bad...,Denied
20456,10137,Nice Nice...,Approved
20457,10051,Nice Nice...,Approved
20458,10064,Nice Nice...,Approved
20459,10021,Bad bad...,Denied
20460,10138,Nice Nice...,Approved
20461,10140,Nice Nice...,Approved
20462,10142,Nice Nice...,Approved
20463,10133,Bad bad...,Denied
20464,10139,Bad bad...,Denied
20465,10137,Bad bad...,Denied
20466,10007,Bad bad...,Denied
20467,10140,Bad bad...,Denied
20468,10116,Bad bad...,Denied
20469,10136,Nice Nice...,Approved
20470,10145,Nice Nice...,Approved
20471,10146,Bad bad...,Denied
20472,10123,Bad bad...,Denied
20473,10077,Nice Nice...,Approved
20474,10119,Bad bad...,Denied
20475,10113,Nice Nice...,Approved
20476,10144,Nice Nice...,Approved
20477,10053,Bad bad...,Denied
20478,10082,Nice Nice...,Approved
20479,10080,Nice Nice...,Approved
20480,10051,Nice Nice...,Approved
20481,10092,Bad bad...,Denied
20482,10014,Bad bad...,Denied
20483,10048,Nice Nice...,Approved
20484,10029,Bad bad...,Denied
20485,10036,Bad bad...,Denied
20486,10108,Bad bad...,Denied
20487,10134,Bad bad...,Denied
20488,10147,Bad bad...,Denied
20489,10112,Bad bad...,Denied
20490,10060,Bad bad...,Denied
20491,10045,Nice Nice...,Approved
20492,10050,Nice Nice...,Approved
20493,10100,Bad bad...,Denied
20494,10015,Bad bad...,Denied
20495,10129,Bad bad...,Denied
20496,10100,Bad bad...,Denied
20497,10021,Nice Nice...,Approved
20498,10055,Nice Nice...,Approved
20499,10090,Nice Nice...,Approved
20500,10079,Bad bad...,Denied
20501,10046,Nice Nice...,Approved
20502,10111,Bad bad...,Denied
20503,10064,Nice Nice...,Approved
20504,10077,Bad bad...,Denied
20505,10037,Bad bad...,Denied
20506,10075,Bad bad...,Denied
20507,10057,Nice Nice...,Approved
20508,10084,Bad bad...,Denied
20509,10138,Nice Nice...,Approved
20510,10061,Bad bad...,Denied
20511,10082,Nice Nice...,Approved
20512,10079,Bad bad...,Denied
20513,10029,Nice Nice...,Approved
20514,10090,Nice Nice...,Approved
20515,10148,Nice Nice...,Approved
20516,10037,Bad bad...,Denied
20517,10086,Bad bad...,Denied
20518,10073,Bad bad...,Denied
20519,10035,Nice Nice...,Approved
20520,10052,Nice Nice...,Approved
20521,10106,Nice Nice...,Approved
20522,10126,Bad bad...,Denied
20523,10095,Bad bad...,Denied
20524,10045,Bad bad...,Denied
20525,10047,Bad bad...,Denied
20526,10006,Nice Nice...,Approved
20527,10111,Bad bad...,Denied
20528,10081,Nice Nice...,Approved
20529,10124,Bad bad...,Denied
20530,10038,Bad bad...,Denied
20531,10076,Bad bad...,Denied
20532,10010,Bad bad...,Denied
20533,10119,Nice Nice...,Approved
20534,10109,Bad bad...,Denied
20535,10019,Bad bad...,Denied
20536,10061,Nice Nice...,Approved
20537,10093,Bad bad...,Denied
20538,10024,Bad bad...,Denied
20539,10133,Bad bad...,Denied
20540,10106,Bad bad...,Denied
20541,10044,Nice Nice...,Approved
20542,10124,Bad bad...,Denied
20543,10106,Nice Nice...,Approved
20544,10021,Bad bad...,Denied
20545,10102,Bad bad...,Denied
20546,10029,Nice Nice...,Approved
20547,10040,Nice Nice...,Approved
20548,10126,Nice Nice...,Approved
20549,10119,Nice Nice...,Approved
20550,10046,Bad bad...,Denied
20551,10136,Nice Nice...,Approved
20552,10128,Nice Nice...,Approved
20553,10120,Nice Nice...,Approved
20554,10006,Bad bad...,Denied
20555,10101,Bad bad...,Denied
20556,10139,Bad bad...,Denied
20557,10014,Nice Nice...,Approved
20558,10088,Bad bad...,Denied
20559,10003,Nice Nice...,Approved
20560,10005,Nice Nice...,Approved
20561,10107,Bad bad...,Denied
20562,10056,Nice Nice...,Approved
20563,10045,Nice Nice...,Approved
20564,10062,Bad bad...,Denied
20565,10100,Nice Nice...,Approved
20566,10022,Nice Nice...,Approved
20567,10038,Bad bad...,Denied
20568,10126,Bad bad...,Denied
20569,10056,Bad bad...,Denied
20570,10117,Nice Nice...,Approved
20571,10133,Nice Nice...,Approved
20572,10049,Bad bad...,Denied
20573,10093,Bad bad...,Denied
20574,10139,Nice Nice...,Approved
20575,10020,Bad bad...,Denied
20576,10042,Nice Nice...,Approved
20577,10067,Nice Nice...,Approved
20578,10143,Bad bad...,Denied
20579,10053,Bad bad...,Denied
20580,10058,Bad bad...,Denied
20581,10047,Nice Nice...,Approved
20582,10052,Bad bad...,Denied
20583,10028,Nice Nice...,Approved
20584,10040,Bad bad...,Denied
20585,10039,Nice Nice...,Approved
20586,10132,Nice Nice...,Approved
20587,10045,Nice Nice...,Approved
20588,10111,Bad bad...,Denied
20589,10116,Bad bad...,Denied
20590,10041,Bad bad...,Denied
20591,10107,Bad bad...,Denied
20592,10142,Nice Nice...,Approved
20593,10049,Nice Nice...,Approved
20594,10053,Bad bad...,Denied
20595,10083,Bad bad...,Denied
20596,10050,Nice Nice...,Approved
20597,10101,Nice Nice...,Approved
20598,10090,Nice Nice...,Approved
20599,10036,Nice Nice...,Approved
20600,10061,Nice Nice...,Approved
20601,10121,Nice Nice...,Approved
20602,10082,Nice Nice...,Approved
20603,10065,Bad bad...,Denied
20604,10094,Nice Nice...,Approved
20605,10006,Nice Nice...,Approved
20606,10033,Bad bad...,Denied
20607,10015,Bad bad...,Denied
20608,10088,Nice Nice...,Approved
20609,10084,Bad bad...,Denied
20610,10063,Nice Nice...,Approved
20611,10039,Bad bad...,Denied
20612,10049,Nice Nice...,Approved
20613,10143,Nice Nice...,Approved
20614,10055,Bad bad...,Denied
20615,10150,Nice Nice...,Approved
20616,10008,Bad bad...,Denied
20617,10070,Bad bad...,Denied
20618,10076,Bad bad...,Denied
20619,10040,Nice Nice...,Approved
20620,10060,Bad bad...,Denied
20621,10122,Bad bad...,Denied
20622,10076,Nice Nice...,Approved
20623,10114,Bad bad...,Denied
20624,10080,Bad bad...,Denied
20625,10120,Nice Nice...,Approved
20626,10100,Bad bad...,Denied
20627,10127,Nice Nice...,Approved
20628,10083,Nice Nice...,Approved
20629,10144,Nice Nice...,Approved
20630,10108,Nice Nice...,Approved
20631,10123,Nice Nice...,Approved
20632,10106,Nice Nice...,Approved
20633,10076,Nice Nice...,Approved
20634,10049,Bad bad...,Denied
20635,10092,Bad bad...,Denied
20636,10087,Nice Nice...,Approved
20637,10073,Bad bad...,Denied
20638,10030,Nice Nice...,Approved
20639,10124,Bad bad...,Denied
20640,10116,Bad bad...,Denied
20641,10049,Nice Nice...,Approved
20642,10038,Nice Nice...,Approved
20643,10123,Nice Nice...,Approved
20644,10023,Nice Nice...,Approved
20645,10043,Bad bad...,Denied
20646,10129,Nice Nice...,Approved
20647,10055,Nice Nice...,Approved
20648,10080,Nice Nice...,Approved
20649,10149,Nice Nice...,Approved
20650,10012,Nice Nice...,Approved
20651,10034,Nice Nice...,Approved
20652,10092,Nice Nice...,Approved
20653,10147,Bad bad...,Denied
20654,10043,Bad bad...,Denied
20655,10114,Nice Nice...,Approved
20656,10112,Nice Nice...,Approved
20657,10048,Nice Nice...,Approved
20658,10020,Nice Nice...,Approved
20659,10073,Nice Nice...,Approved
20660,10091,Bad bad...,Denied
20661,10001,Bad bad...,Denied
20662,10103,Nice Nice...,Approved
20663,10063,Nice Nice...,Approved
20664,10086,Bad bad...,Denied
20665,10041,Bad bad...,Denied
20666,10067,Bad bad...,Denied
20667,10084,Nice Nice...,Approved
20668,10052,Bad bad...,Denied
20669,10079,Nice Nice...,Approved
20670,10001,Nice Nice...,Approved
20671,10029,Bad bad...,Denied
20672,10028,Nice Nice...,Approved
20673,10035,Nice Nice...,Approved
20674,10019,Nice Nice...,Approved
20675,10032,Bad bad...,Denied
20676,10067,Nice Nice...,Approved
20677,10057,Nice Nice...,Approved
20678,10035,Bad bad...,Denied
20679,10104,Nice Nice...,Approved
20680,10018,Bad bad...,Denied
20681,10118,Bad bad...,Denied
20682,10066,Bad bad...,Denied
20683,10106,Nice Nice...,Approved
20684,10119,Nice Nice...,Approved
20685,10042,Bad bad...,Denied
20686,10113,Nice Nice...,Approved
20687,10086,Nice Nice...,Approved
20688,10073,Nice Nice...,Approved
20689,10074,Bad bad...,Denied
20690,10139,Bad bad...,Denied
20691,10083,Bad bad...,Denied
20692,10007,Bad bad...,Denied
20693,10027,Nice Nice...,Approved
20694,10072,Bad bad...,Denied
20695,10077,Nice Nice...,Approved
20696,10056,Nice Nice...,Approved
20697,10075,Nice Nice...,Approved
20698,10047,Bad bad...,Denied
20699,10082,Bad bad...,Denied
20700,10099,Nice Nice...,Approved
20701,10094,Nice Nice...,Approved
20702,10113,Nice Nice...,Approved
20703,10051,Bad bad...,Denied
20704,10048,Nice Nice...,Approved
20705,10050,Bad bad...,Denied
20706,10061,Nice Nice...,Approved
20707,10049,Nice Nice...,Approved
20708,10026,Nice Nice...,Approved
20709,10070,Bad bad...,Denied
20710,10017,Nice Nice...,Approved
20711,10023,Bad bad...,Denied
20712,10015,Nice Nice...,Approved
20713,10089,Bad bad...,Denied
20714,10105,Bad bad...,Denied
20715,10128,Bad bad...,Denied
20716,10031,Nice Nice...,Approved
20717,10062,Nice Nice...,Approved
20718,10001,Bad bad...,Denied
20719,10108,Nice Nice...,Approved
20720,10038,Nice Nice...,Approved
20721,10008,Nice Nice...,Approved
20722,10116,Bad bad...,Denied
20723,10129,Nice Nice...,Approved
20724,10061,Bad bad...,Denied
20725,10002,Nice Nice...,Approved
20726,10139,Nice Nice...,Approved
20727,10014,Nice Nice...,Approved
20728,10076,Nice Nice...,Approved
20729,10001,Nice Nice...,Approved
20730,10052,Nice Nice...,Approved
20731,10085,Bad bad...,Denied
20732,10127,Bad bad...,Denied
20733,10011,Bad bad...,Denied
20734,10027,Bad bad...,Denied
20735,10107,Nice Nice...,Approved
20736,10054,Nice Nice...,Approved
20737,10064,Bad bad...,Denied
20738,10148,Nice Nice...,Approved
20739,10045,Bad bad...,Denied
20740,10108,Bad bad...,Denied
20741,10080,Bad bad...,Denied
20742,10069,Nice Nice...,Approved
20743,10146,Nice Nice...,Approved
20744,10130,Bad bad...,Denied
20745,10118,Nice Nice...,Approved
20746,10093,Nice Nice...,Approved
20747,10102,Nice Nice...,Approved
20748,10131,Bad bad...,Denied
20749,10050,Nice Nice...,Approved
20750,10125,Nice Nice...,Approved
20751,10070,Nice Nice...,Approved
20752,10088,Nice Nice...,Approved
20753,10085,Bad bad...,Denied
20754,10094,Bad bad...,Denied
20755,10052,Bad bad...,Denied
20756,10101,Nice Nice...,Approved
20757,10057,Nice Nice...,Approved
20758,10094,Nice Nice...,Approved
20759,10058,Nice Nice...,Approved
20760,10125,Bad bad...,Denied
20761,10076,Nice Nice...,Approved
20762,10099,Nice Nice...,Approved
20763,10057,Nice Nice...,Approved
20764,10140,Nice Nice...,Approved
20765,10089,Nice Nice...,Approved
20766,10075,Nice Nice...,Approved
20767,10145,Bad bad...,Denied
20768,10064,Nice Nice...,Approved
20769,10097,Nice Nice...,Approved
20770,10067,Bad bad...,Denied
20771,10094,Bad bad...,Denied
20772,10082,Bad bad...,Denied
20773,10008,Nice Nice...,Approved
20774,10006,Bad bad...,Denied
20775,10135,Bad bad...,Denied
20776,10048,Bad bad...,Denied
20777,10077,Bad bad...,Denied
20778,10041,Bad bad...,Denied
20779,10137,Nice Nice...,Approved
20780,10045,Bad bad...,Denied
20781,10043,Bad bad...,Denied
20782,10123,Bad bad...,Denied
20783,10077,Bad bad...,Denied
20784,10130,Nice Nice...,Approved
20785,10073,Nice Nice...,Approved
20786,10003,Nice Nice...,Approved
20787,10141,Bad bad...,Denied
20788,10123,Nice Nice...,Approved
20789,10012,Nice Nice...,Approved
20790,10035,Bad bad...,Denied
20791,10021,Nice Nice...,Approved
20792,10102,Nice Nice...,Approved
20793,10054,Bad bad...,Denied
20794,10037,Nice Nice...,Approved
20795,10017,Bad bad...,Denied
20796,10040,Bad bad...,Denied
