paperID,citedBy
20143,20443
21087,20808
20587,21435
20614,20335
21233,20909
21309,20235
21979,20888
20567,21646
20014,21679
20793,21990
21907,21456
21101,20344
20930,20350
21727,20219
20173,21774
21538,21008
21368,21406
20152,20644
20397,20716
21587,21150
21266,21153
20701,20052
20222,21945
20205,20432
21760,21793
20011,21611
21748,21932
21287,21897
21359,20356
21730,21683
20739,20336
21390,21424
21768,21120
21287,20002
21917,20156
20143,21393
20164,20255
20855,20548
21402,21031
20044,20846
21808,21557
21424,21233
20184,20912
20544,21319
20189,20801
20214,20923
20156,20060
21420,21177
20218,20457
21401,21101
21966,21430
20355,20544
20830,21084
20711,21018
20476,21373
21054,20278
21339,21615
21315,21975
21987,20763
21164,21920
21417,21618
20832,21949
20548,20928
21855,21256
21237,21956
20130,21088
20224,21829
21561,21775
20268,20155
20891,21835
21044,20976
21995,21948
21981,21756
21730,20333
20576,20761
21348,20273
21535,20582
20239,20266
20569,21430
20969,21735
21638,20496
20161,20612
21539,21479
21402,20263
20552,20575
20780,20810
21727,21132
21630,21923
21568,20488
20866,20160
21002,20437
20454,21555
20537,21243
21668,20400
21672,21765
20482,21616
21473,21678
21477,20347
20685,21313
20827,20264
20751,20872
20876,20399
20320,20576
20818,21640
21164,21328
21464,20914
21312,21325
20159,21804
21544,21928
20804,21231
20963,20295
20478,21972
20663,20071
21015,20818
21147,21168
21405,20665
21256,21737
20907,20768
20114,20889
20147,20979
21495,21747
20304,21328
21845,20007
21693,20283
21496,21479
21052,20156
20922,21115
21806,20818
21021,20458
21793,21607
20402,20124
21994,20224
20052,21689
21073,21230
20296,20481
21003,20355
20643,20560
21277,20282
21339,20799
20003,20320
20361,20118
21149,21737
21737,20326
20468,21499
21391,20554
21545,21698
21520,21501
20785,21773
20398,21064
20608,20096
20888,21751
21689,20395
21297,21006
20805,21653
20509,21521
21997,20125
20887,21802
20015,20045
20864,21993
21659,21229
20941,20757
20892,20088
21065,21819
20340,21482
20030,21839
21718,20885
21949,21439
21895,20136
20224,20627
21926,21882
20174,21475
20776,20183
20199,21720
21077,20103
20311,20557
20427,21419
21204,21947
21544,20045
21579,20604
21848,21451
21640,21811
21317,20139
21387,20921
21874,21945
21405,20809
20901,20401
21510,21833
20811,20176
21534,20813
21688,20922
20777,21005
20945,21816
21145,21844
20291,20606
21440,20769
20663,21317
21723,21576
20129,21401
21557,21903
21395,20398
20393,20803
21389,21589
21075,20711
21918,20208
21662,21473
21876,21829
20120,21887
21035,20055
21457,20217
20866,20911
20077,21252
20128,21432
20382,20788
20446,20242
21833,21686
20343,20221
21874,20297
21660,20747
20959,21569
20138,21207
20196,20755
20812,20122
21035,20830
21984,20560
20146,21199
21167,20447
20139,20634
21308,20917
21461,21578
21922,20178
21551,20771
20383,20251
21638,20195
20461,20069
20164,21589
20083,20531
21088,20464
21715,21168
20525,20981
21035,20617
21449,20045
20649,20800
20917,21892
20417,20467
21246,21530
21767,20290
20710,21806
21421,20084
20444,20039
21349,21546
21851,21300
20610,20312
21501,21507
20360,20913
20404,21668
20945,20853
21840,21164
20407,20346
20267,20437
20220,21262
21341,20671
20005,20738
20726,21674
20442,21959
20920,21665
21451,21240
20707,20020
20483,20585
21911,21623
21977,21960
20406,20262
20396,20477
21478,21853
20080,21936
20264,21974
20901,20099
21704,21646
20192,21243
21446,20329
21549,20847
21425,21614
20219,21868
20033,21234
21801,21144
20862,20917
21922,21932
21385,21323
20759,21298
20027,20426
20213,21340
20792,20925
20620,20045
21376,20633
20127,21008
20234,21368
20717,20372
20216,21123
20386,20710
21817,21260
21334,21556
20344,21177
20870,21832
20706,21215
21389,21011
21264,20111
21503,21945
21851,20794
21635,20149
20652,21778
20837,20908
20365,20322
21616,21625
20669,21937
20013,20713
21469,21225
20895,20541
20811,20606
20026,20817
20109,21474
21113,20256
21186,21540
20084,21269
21583,20610
21170,20672
20977,20438
21572,20640
21715,21598
21503,21951
20856,20422
21916,20362
20035,20184
20827,20049
20409,21748
21344,21830
21961,20554
20295,20174
20778,20062
20588,21304
21517,21117
20271,21489
20793,21044
20518,20657
20726,21345
21330,20110
20031,21335
21376,21330
21203,21256
21650,20928
20867,20863
20110,20978
20727,20573
21852,21150
20473,21958
20114,21300
20208,20452
20006,21738
21446,20959
21918,20347
21114,21856
21425,21325
20299,21789
20006,20307
21749,21948
20391,20464
21377,20489
20130,21856
21599,20995
20668,20319
21208,21353
20746,20662
21335,21583
21360,20504
21742,21523
21613,21774
21892,21851
20491,20432
21609,20973
20395,21246
21764,21991
20554,21032
21483,20382
20465,20653
21104,20658
21926,21596
20509,21525
20491,20797
20937,20581
20963,21460
20214,21034
21419,21251
20296,21795
21195,20247
20789,20483
21694,21681
20978,20240
21984,20226
20263,20352
21497,20603
20389,20753
21081,21717
21835,21472
20182,20040
21474,20229
21392,20037
21805,20073
20181,20790
20764,21964
20022,21812
20555,20883
21410,21400
20063,21634
20227,20808
20020,21283
21173,21344
21466,21553
20855,21837
20695,20371
20934,21225
21738,21986
20390,21554
20509,21843
20141,21060
21769,21198
21323,21653
20933,21953
21327,21452
21101,21230
21887,20925
21450,21454
20211,20843
20051,21401
21571,20944
21802,20465
20228,20998
21085,20486
20228,21921
21513,20515
20669,20184
21155,21307
20918,20096
20230,21717
21829,21151
21174,20008
20443,20448
20428,20381
20602,20906
21292,21115
21884,20218
21620,20179
21721,20587
20102,20306
20957,21490
20997,21912
20881,20902
20644,21511
21248,21414
21169,20767
21418,20352
20515,21680
20524,20477
20252,21570
21706,20681
20740,20904
21098,20392
21004,21093
21775,20202
20143,21309
20688,20421
20949,20357
21773,20094
21817,20608
20437,20120
20162,20565
20570,21864
20002,21112
21133,20840
21919,21664
20693,20358
21287,21497
20680,20481
20019,21953
21130,21167
20866,20308
20456,20781
21365,21333
21333,21360
21439,21877
20990,21173
20479,21099
21374,21580
21855,21702
20268,20666
20449,20811
21668,21009
21615,21211
21548,20739
21823,20994
21933,20115
21750,21554
21262,21736
21567,20862
20388,21298
21981,21325
21652,21480
21909,20110
21925,21082
20057,20103
20649,20061
20575,21863
20237,20611
21739,21872
21509,21496
21469,20999
21206,20318
21850,21791
20229,20873
20776,20996
21486,20584
20876,21961
21671,21895
20863,20461
20732,20044
21002,21907
20856,20451
21148,21336
21322,20863
21945,20929
21519,21996
21509,20089
20456,20306
20695,20498
21125,21411
21693,20586
21469,21346
20967,20034
21806,20839
20414,21266
21860,21781
20884,20197
21693,20407
20003,21940
21777,20078
20573,21130
20740,21425
21618,20359
21566,20370
20281,20166
21667,21108
20823,20366
21186,21547
21655,20528
21206,21853
21690,20911
20778,20338
21757,21228
21593,20453
20989,20186
21877,20520
20147,21027
21933,21800
21294,21063
20361,21177
21045,20817
21708,20175
20018,21296
21682,20743
20107,20854
21206,21744
21358,21150
21459,21201
20061,20744
20121,21331
21708,21086
21287,21811
21962,20321
20182,21111
21377,20104
20335,21425
21580,20758
21950,21337
21376,20177
20182,21604
21975,20314
20994,21385
20738,21786
20719,21743
20709,21268
20283,21664
21234,21604
21016,21079
20340,20488
21415,21454
21921,21697
21549,20753
21574,20187
20799,20861
20040,20685
21278,20005
21640,21341
21465,20572
20337,20072
20347,20420
21520,21175
21348,20501
20773,20600
20637,21984
20948,21425
21206,21562
20914,21534
20258,20130
20634,21466
20607,21640
20936,20191
21181,21445
20019,21720
21438,21332
21024,21051
20054,20235
21751,20158
21816,21833
21591,21093
20044,21235
21312,20469
20946,21996
21349,20358
20469,21649
20499,20700
20859,20106
21952,21681
21610,20988
21113,21752
21071,20114
20122,20478
21224,21074
20960,21412
20862,21890
20465,20732
20965,21659
21209,20721
21713,20777
21324,20003
21428,21726
21163,20827
21999,21545
21712,21602
20996,20509
21780,20342
21378,20097
20693,21556
20191,21474
20279,20024
21878,20940
20307,21328
21393,20362
20599,21426
21960,20892
21826,21512
21728,21473
21771,20856
20108,20601
21876,20261
20661,20842
21028,20415
20036,20839
20161,21353
21707,20427
21469,21188
20623,20318
20755,21530
20045,20224
20910,20809
21576,20466
20424,21797
20697,21860
20558,20134
21235,21569
20728,20746
21440,21242
21180,21444
20313,20825
20237,21573
20622,21327
20901,21367
20991,21612
20378,21135
20677,20337
21555,20031
21992,21995
21510,20066
21231,21336
21107,20049
21984,21000
21306,20620
20792,21617
21204,20731
20187,21578
21997,20291
20205,20293
21764,21905
20451,20063
21642,20607
21975,20114
20412,21505
20734,21055
21006,20398
20851,21653
20170,20172
21867,21601
21648,21119
21364,20847
21689,20527
21481,21724
21045,20311
21669,20887
21605,20673
20390,21771
20658,21299
21152,20107
20768,20139
21139,20430
21225,21751
21101,20666
21393,21183
20696,20008
21518,20270
20250,20478
20374,20304
21448,21250
21571,20335
21154,20350
21092,21452
21931,21923
20019,20457
21346,20198
20742,21716
21811,20757
20888,20126
20288,21804
20512,21019
21791,21378
20552,20511
21388,20780
20430,20377
21818,21748
21579,20466
20571,20563
20276,20932
21747,20377
20321,21868
20668,21699
20616,21711
20320,20184
20030,20782
21620,20591
21993,21766
20065,21453
21450,21182
21181,20536
21255,20993
21975,21273
20103,21028
21981,21244
21702,21217
20986,21920
20268,21495
20939,21370
20295,20140
20922,20054
20892,20980
21406,20716
21405,21294
21615,21060
21591,21516
21032,20288
20570,21673
21236,20702
21763,20649
20803,20675
20248,20897
20271,21573
20351,21999
21980,21646
21344,20970
20054,21044
21936,20751
20141,20423
20197,21865
20607,20708
20628,20794
21460,20344
21062,21754
21357,20871
21399,21210
20815,21112
20899,20059
20710,20163
21240,21961
20459,21916
21453,21544
20036,20386
20996,20477
20664,20884
20258,21558
20549,20048
20945,21281
21374,20673
20227,20552
20106,21840
21822,21773
21386,21285
20220,20252
21626,20520
21095,21560
21932,21148
21114,21313
20835,20142
21601,21529
20973,20417
21933,20259
21497,21571
20922,20925
20249,20274
20821,20684
21597,20710
20337,20630
21395,21284
21649,21568
20794,21017
21827,20881
20780,21594
20682,20733
21348,21066
20586,20402
21786,21143
20540,20167
21722,21372
20433,21886
21527,21136
21281,21031
21004,21826
21034,21224
20825,20427
20749,21471
20325,21233
21633,20527
21527,21754
21760,21638
20901,21165
21132,20151
21858,20028
21583,21741
20625,20197
20269,20820
21180,21360
20021,20626
20437,20287
20869,21621
21451,21883
21583,21043
21236,20014
20246,21259
21800,20338
21065,21080
21867,21283
20229,20615
21493,20020
21773,21671
21063,21091
21300,20413
20861,20803
20224,21570
21070,20919
21759,20943
21121,20606
21349,20167
20787,20151
20951,21810
20912,20364
20278,21939
20239,20760
20003,21254
21354,20487
20631,21080
21716,20539
21548,21573
20540,21877
20866,21218
21954,20547
20879,20902
20503,20146
21683,21222
20937,20875
20255,21370
20804,21627
20532,21889
20434,20203
20523,21017
21507,20526
21934,21619
20582,20406
20376,21363
21267,21910
20272,21729
20786,21116
21140,21730
21640,20122
21364,20917
21061,21536
20441,20581
20865,20513
20624,21140
20226,20851
20906,21468
21781,21579
20969,21540
21726,20699
21948,20032
21555,21317
20865,20178
21927,20365
20912,21817
21321,20836
20448,21140
20753,21121
20373,21512
21526,20399
20760,20745
20836,21183
21371,21555
20540,21910
21425,20932
21761,21952
20574,20698
20890,20705
20403,21703
20479,20900
20661,21500
20968,20728
20548,20630
21686,20513
21195,21393
20061,21159
21922,20679
20082,21596
21991,20370
20991,20068
20875,20946
21761,20625
21601,20800
21914,21742
20051,20746
21099,20208
21682,21391
21623,20886
20002,20424
20845,21736
21743,21696
20458,21488
20350,20800
20723,20658
20112,21316
21752,21950
20883,21395
20979,20303
20933,20483
20873,20816
21148,20112
21025,20466
20690,21138
20127,20432
20610,20736
21189,21197
21467,20485
21266,21889
21211,20760
20067,21056
21303,21941
21609,21474
21034,21545
20839,21680
21782,21139
21209,21247
20278,21825
21905,20411
21433,20144
20580,20258
21289,20439
21861,20665
20867,20902
20249,21019
20365,20261
20660,20922
21157,21515
20538,21360
20902,20845
21822,20915
21057,21022
20335,21697
21546,20643
20745,21109
20710,21100
20664,21915
21701,21525
21127,20870
20248,21863
21520,21590
20841,20487
20650,20351
21433,20848
20421,21775
21228,20697
21648,21348
20262,20206
21740,21968
21245,21442
21670,21367
21038,21453
21368,21701
20208,21179
21784,20024
20124,20351
21007,21179
21253,21521
20766,21999
20733,20041
20867,21520
21442,21473
21958,20538
21669,21749
21476,20758
20384,21732
20744,21891
21375,21919
21267,21967
20634,21495
20927,20693
21066,20289
20749,21516
20741,20695
21383,20253
21215,21575
21994,21992
21765,20654
21415,21785
21837,20348
21225,21606
21698,21096
20988,20921
21465,20876
21553,21550
21330,20814
21895,21143
21016,21814
21362,20142
20422,20895
21778,21793
21729,21984
21716,20242
21366,21078
20475,21582
20829,21424
20735,20265
20446,21779
20609,21832
20269,21192
21499,20151
20543,20024
21318,20936
20117,21910
21179,21412
20097,21386
20749,20267
20360,21019
20268,20241
21038,20346
20380,20354
21229,21907
20306,21289
20310,20043
20735,21445
20747,20438
21886,21493
21249,20824
21936,20313
20570,21346
20272,20469
20054,20631
21052,21553
20992,20765
21246,20431
20081,20128
21387,21537
21451,20422
20149,21446
21927,21613
21305,20628
21220,20260
20732,21922
20356,21869
20546,21616
21920,21030
21158,21679
20619,21410
21149,20945
21089,20757
20234,20406
21735,20192
20423,21395
20249,21437
20749,21361
21981,20213
20856,20696
20831,21392
20544,20154
21368,21019
21311,20613
21558,20072
21281,20665
21821,21735
21150,21201
21536,20367
20389,20164
20829,20560
21412,20093
21451,20088
20352,21630
20441,20416
21377,21412
20470,20328
21747,20884
21950,21954
20481,21964
20825,20056
21165,20507
20137,20399
21132,20640
20111,20229
21832,20691
21603,21112
20356,21098
21604,21173
21154,20341
21434,21302
20484,21473
20906,21463
21469,21669
20044,20932
21701,20850
20221,20649
21267,20366
20641,20239
21085,21469
20161,20535
20066,21415
21144,20196
21806,20415
20501,20889
20626,20453
21474,21392
21051,21262
21021,20952
21076,20838
21163,21201
21521,21515
21987,21216
21727,21988
20153,21516
21496,21400
21315,21001
21318,21134
21960,20979
21299,21508
21112,21894
20066,20296
21534,20428
21562,20802
20928,21712
20389,21785
21870,21163
21163,20247
21426,20269
21505,20100
20316,21666
20615,21529
21380,21096
20078,21013
21604,20741
21926,20030
21689,21252
21575,20349
20076,21344
21732,21106
21356,21178
20845,20777
20873,20617
20721,20937
21139,21424
21417,21230
20760,20250
21487,21852
20801,20308
21418,20939
21246,21664
20593,20099
20701,21689
20820,20858
21325,21940
20400,21568
21277,20298
21384,20564
21509,20416
21390,21933
21893,20004
21558,20769
21241,20374
21952,21628
20546,21032
20797,20362
20775,21440
20382,20787
21508,21353
20261,20277
21940,21051
20292,21236
20335,21897
21266,21575
20234,20310
21431,20321
21665,20497
20496,21967
21371,21402
21144,20963
20281,20422
20117,21372
20431,20718
21334,20068
20952,20017
20369,20348
20179,20785
21624,21930
20471,20136
21860,20489
20242,21946
20043,20154
21606,21106
21359,20785
21941,20350
21281,20764
20494,21056
20488,21699
20706,21074
20137,21463
21299,21365
21813,21488
20963,20294
21112,21828
20447,20362
20459,20475
21755,21507
21557,21701
20526,20664
21494,20102
21488,21853
20516,21338
21907,20266
21039,20433
21375,21873
20180,20143
21396,21438
21036,21600
20566,20821
20001,21571
20078,21382
21816,21658
20431,20264
20715,21936
20924,21298
21730,20078
20060,21250
21474,21435
21880,21516
21114,20104
21853,21985
21775,20404
21376,20395
21610,21285
21948,21702
20645,20740
20904,20442
21618,20888
21191,20555
20524,20725
20950,21892
21496,20119
21612,21723
21662,21113
20436,21432
20438,20303
21586,21031
20002,20967
21926,20430
21487,21182
21025,20917
21460,21771
20487,21627
21232,21673
20577,21317
21960,20773
20201,21083
21710,20904
21221,21420
21626,20658
21054,20420
21693,20504
21285,20606
21924,20106
21619,20167
20392,20231
21450,20440
21468,20733
21432,21909
21451,21884
21026,21228
21982,20409
21182,20422
20640,20802
20753,20459
21538,21366
20346,20247
21669,21822
20558,20543
21768,20445
21108,20880
21040,20807
21902,21803
21895,21247
20691,21292
21159,20422
20231,20061
21472,20867
20194,20964
21076,21503
21768,21561
21358,20799
21688,21992
20145,21957
21855,20639
21459,21317
20391,20536
20516,20292
21633,21079
21508,20169
21891,21731
20538,20205
20786,21499
21294,20628
21929,21349
21097,21158
21842,20020
21041,20333
20259,21498
20808,21068
21881,20570
20658,20180
21358,20137
20085,21427
21430,20839
21167,20823
20691,21480
21084,21846
21160,21466
21564,20995
20566,21634
21418,20109
20114,20665
20953,20340
20596,21262
20438,21537
21228,21364
21828,20209
21853,21477
21518,20092
21486,20834
20524,20961
21405,21229
20362,21152
20816,20663
20675,21788
20513,21018
21841,20431
20171,20454
21028,20987
20525,21740
21538,21222
21968,21641
21795,21393
21918,21532
20068,20834
20174,20191
21331,21067
20149,20878
20283,20042
21784,21283
21809,20525
21634,21241
21200,21769
21076,21579
20706,20478
20486,20780
20492,21061
21583,21629
20198,20886
21364,20689
21112,20496
20890,20030
21378,20887
20897,20478
21609,20794
21759,20716
20570,21920
20281,20664
21239,20763
20047,21084
20793,20247
21232,21819
21063,20486
20042,21151
21712,20851
20736,21915
21970,21954
21851,21552
20235,20386
21459,20032
20906,20622
21175,20488
20138,20998
20012,20793
20055,20233
21586,20195
20133,21067
21547,21823
20489,21746
20537,20008
20085,21973
20410,20744
20500,20187
21360,21270
20143,21718
21458,20812
20016,21351
21136,21809
20302,21634
21576,20117
20288,20152
20153,20508
21575,20105
21340,20632
20046,20425
20237,21349
20447,21614
20726,21943
21761,21757
20574,21926
20714,20876
21272,21645
20474,20081
20151,20072
20855,21224
21588,20505
21030,20844
21939,21569
21209,20770
20194,21368
20169,20542
21085,20251
21466,20690
21036,21368
20216,21519
20960,21471
21250,20740
21866,21337
21456,20728
21372,21727
20126,21979
20756,20104
20426,21278
21095,20222
20836,21176
21262,20238
21826,21090
21193,21864
21210,20278
20156,20599
21181,20607
21485,20320
21268,20698
21110,21569
21167,20970
21174,20080
21893,20162
21375,21805
21716,20034
20901,20847
21605,20857
21681,20780
20553,20081
20581,21899
21616,21700
21692,20057
21672,20998
20183,21816
21616,21385
20418,21987
21651,21389
21412,21139
20372,21860
21946,21856
20227,20647
20038,20380
21755,20900
20477,20241
20337,20182
20130,20435
20247,20743
20730,20570
